ML Catalog #,Format,Scientific Name,Common Name,Background Species,Subtitle,Recordist,Year,Month,Day,Time,Country,State,County,Locality,Latitude,Longitude,Elevation (m),AgeSex,Behavior,Stimulus,Confidence In ID,How Identified,Captive,Specimen,Quality,Audio Quality For Video,Cut Length (s),Recorder,Microphone,Accessory,Channels,eBird Checklist ID,Air Temp (C),Water Temp (C),Habitat,Regional Habitat,Physical Feature,Public Note,Subject Note,Equipment Note,Class,Order,Family,Taxonomic Sort,,,,,,,,,,,,,,,,
20069,Audio,Hylopezus nattereri,Speckle-breasted Antpitta,,,"Belton, William ",1979,1,26,615,Brazil,Rio Grande do Sul,,Faz. da Zamoreira,,,,Adult Unknown Sex (1),song,Natural, Playback Self,Certain,Sound,,,3,0,64,UHER 4000L,Dan Gibson unspecified model,Parabola 45.7cm (18in),Mono,,,,Forest,,,"NOTES:  Range status: NORMAL;  Breeding status: UNKNOWN;  Beh. context: UNKNOWN; Frequency of sound: NORMAL;  General climate: HUMID;  Cover density: THICK;   MALE(S)?; 1 ADULT(S)  LNS:  Subject changed from Hylopezus ochroleucus to H. nattereri to reflect current taxonomy. -Matt Medler, 17 January 2011.", Response to playback: Approach. Response to playback: Normal song.,,Aves,Passeriformes,Grallariidae,67650,,,,,,,,,,,,,,,
19971,Audio,Hylopezus nattereri,Speckle-breasted Antpitta,,,"Belton, William ",1978,11,6,625,Brazil,Rio Grande do Sul,,Aparados da Serra National Park,,,1000,Adult Unknown Sex (1),call,Natural, Playback Self,Uncertain,Sound,,,3,0,83,UHER 4000 REPORT IC,Dan Gibson unspecified model,Parabola 45.7cm (18in),Mono,,,,,,,"NOTES:  Range status: NORMAL;  Breeding status: UNKNOWN;  Beh. context: UNKNOWN; Frequency of sound: NORMAL;  Cover density: THICK;   1 ADULT(S); Sex: UNKNOWN  LNS:  Subject changed from Hylopezus ochroleucus to H. nattereri to reflect current taxonomy. -Matt Medler, 17 January 2011.", Response to playback: No response.,,Aves,Passeriformes,Grallariidae,67650,,,,,,,,,,,,,,,
19911,Audio,Hylopezus nattereri,Speckle-breasted Antpitta,Chamaeza ruficauda -- Rufous-tailed Antthrush,,"Belton, William ",1977,2,23,610,Brazil,Rio Grande do Sul,,5.0 km SE of Canela, Morro Pelado,-29.3666667,-50.8166667,850,Unknown Age Unknown Sex (1),song,Natural,Certain,Sound,,,3,0,122,UHER UNSPECIFIED MODEL,,Parabola 61cm/15cm (24in/6in),Mono,,,,Forest, Evergreen Forest, Coniferous Forest, Deciduous Forest,,,"NOTES:  Range status: NORMAL;  Breeding status: UNKNOWN;  Beh. context: UNKNOWN; Frequency of sound: NORMAL;  General climate: HUMID;  Cover density: THICK;   LNS:  Subject changed from Hylopezus ochroleucus to H. nattereri to reflect current taxonomy. -Matt Medler, 17 January 2011.",,,Aves,Passeriformes,Grallariidae,67650,,,,,,,,,,,,
19851,Audio,Hylopezus nattereri,Speckle-breasted Antpitta,Cyclarhis gujanensis -- Rufous-browed Peppershrike,,"Belton, William ",1976,12,28,530,Brazil,Rio Grande do Sul,,5.0 km SE of Canela, Morro Pelado,-29.3666667,-50.8166667,835,Unknown Age Unknown Sex (1),song,Natural,Certain,Sound,,,3,0,161,UHER UNSPECIFIED MODEL,,Parabola 61cm/15cm (24in/6in),Mono,,,,Forest, Evergreen Forest, Coniferous Forest, Deciduous Forest,,,"NOTES:  Range status: NORMAL;  Breeding status: UNKNOWN;  Frequency of sound: NORMAL;  General climate: HUMID;  Cover density: THICK;   LNS:  Subject changed from Hylopezus ochroleucus to H. nattereri to reflect current taxonomy. -Matt Medler, 17 January 2011.",,,Aves,Passeriformes,Grallariidae,67650,,,,,,,,,,,,
19821,Audio,Hylopezus nattereri,Speckle-breasted Antpitta,,,"Belton, William ",1972,11,8,0,Brazil,Rio Grande do Sul,,5.0 km SE of Canela, Morro Pelado,-29.3666667,-50.8166667,835,Unknown Age Unknown Sex (1),call,Natural,Certain,Sound,,,3,0,28,UHER UNSPECIFIED MODEL,Uher M516,Parabola 91.4cm (36in),Mono,,,,Forest, Evergreen Forest, Coniferous Forest, Deciduous Forest,,,"NOTES:  Range status: NORMAL;  Breeding status: UNKNOWN;  Frequency of sound: NORMAL;  General climate: HUMID;  Cover density: THICK;   LNS:  Subject changed from Hylopezus ochroleucus to H. nattereri to reflect current taxonomy. -Matt Medler, 17 January 2011.",,,Aves,Passeriformes,Grallariidae,67650,,,,,,,,,,,,
19813,Audio,Hylopezus nattereri,Speckle-breasted Antpitta,,,"Belton, William ",1976,12,12,630,Brazil,Rio Grande do Sul,,5.0 km SE of Canela, Morro Pelado,-29.3666667,-50.8166667,835,Adult Unknown Sex (1),song,Natural,Certain,Sound,,,3,0,22,UHER UNSPECIFIED MODEL,Uher M516,Parabola 61cm (24in),Mono,,,,Forest, Evergreen Forest, Deciduous Forest,,,"NOTES:  Range status: NORMAL;  Breeding status: TERRITORIAL UNKNOWN;  Frequency of sound: NORMAL;  General climate: HUMID;  Cover density: THICK;   1 ADULT(S); MALE(S)?  LNS:  Subject changed from Hylopezus ochroleucus to H. nattereri to reflect current taxonomy. -Matt Medler, 17 January 2011.",,,Aves,Passeriformes,Grallariidae,67650,,,,,,,,,,,,,
190995,Audio,Hylopezus perspicillatus,Streak-chested Antpitta,Trogon chionurus -- White-tailed Trogon, Patagioenas cayennensis -- Pale-vented Pigeon, Amazona farinosa -- Mealy Parrot,,"Borgmann, Kathi ",2014,8,1,730,Panama,Colón,,"Pipeline Road, before the 2 kilometer gate",9.1345,-79.72215,,Unknown Age Unknown Sex (1),song,Natural,Certain,Sound,,,2,0,98,MARANTZ PMD 661,Sennheiser ME 67,,Mono,,,,,,,Habitat: Rainforest.,,,Aves,Passeriformes,Grallariidae,67510,,,,,,,,,,,,,,
185777,Audio,Hylopezus perspicillatus lizanoi,Streak-chested Antpitta (Pacific Slope),Arremon aurantiirostris -- Orange-billed Sparrow,,"Zyskowski, Krzysztof ",2001,3,23,620,Costa Rica,Puntarenas,,Carara National Park,9.78,-84554,200,Adult Unknown Sex (1),song,Natural,Certain,Sight,,,2,0,41,SONY TC-D5 PRO II,Sennheiser ME 66,,Mono,,,,,,,ML: 100 Hz AUHipass filter applied in soundBlade HD. D. McCartt 26Nov2013  Identified by recordist as Hylopezus perspicillatus lizanoi,,,Aves,Passeriformes,Grallariidae,67540,,,,,,,,,,,,,,,,
185519,Audio,Hylopezus whittakeri,Alta Floresta Antpitta,,,"Seeholzer, Glenn F",2012,7,26,1800,Brazil,Amazonas,,Left bank of Rio Sucundari, Net Lanes below falls,-5.7965408,-59.2501184,,Unknown Age Unknown Sex (1),song,Natural,Certain,Sound,,,2,0,82,MARANTZ PMD 661,Sennheiser MKH 60,,Mono,,,,,,,Joint collecting expedition of the Louisiana State University Museum of Natural Science and the Universidad do Sao Paulo.,,,Aves,Passeriformes,Grallariidae,67590,,,,,,,,,,,,,,,
184027,Audio,Hylopezus dives,Thicket Antpitta,Patagioenas nigrirostris -- Short-billed Pigeon, Manacus candei -- White-collared Manakin,,"Marantz, Curtis A",1995,3,26,1049,Costa Rica,Heredia,,"S of La Selva Biological Station; Sendero Atajo, 700m in",10.4288,-84.0128,,Adult Unknown Sex (1),Aggression/defense, advertise, song,Natural, Playback Self,Certain,Sound,,,2,0,337,NAGRA IV-D,Sennheiser MKH 815,Parabola (Unknown Diameter/Focal Length),Mono,,27.0,,,,,"General Climate: Humid.    Environmental Zone: Tropical.    Season: Spring, Dry.    General Habitat: Rainforest, Brush.    Habitat Types: Evergreen, Second growth, Scrub, Undergrowth, Edge.    Cover Density: Thick.    Strata in Habitat: Surface, Low.    Water Association: Creek.    Weather: Clouds.    The BP-2 was initially in the flat position before being switched to cut mid-way through the recording.",,,Aves,Passeriformes,Grallariidae,67610,,,,,,,,,,,,
178358,Audio,Hylopezus nattereri,Speckle-breasted Antpitta,,,"Areta, Juan I",2007,2,11,,Argentina,Misiones,,N of Parque Provincial El Piñalito,-32.0591936,-57.8907394,,,song,Natural,Certain,Sound,,,2,0,60,MARANTZ PMD 222,Sennheiser ME 67,,Mono,,,,,,,,,,Aves,Passeriformes,Grallariidae,67650,,,,,,,,,,,,,,,,
170781,Audio,Hylopezus dives,Thicket Antpitta,,,"Bennett, Ruth E",2014,5,6,907,Honduras,El Paraíso,,Villa Nueva de Yamales,14.12302,-85.74864,605,Adult Unknown Sex (1),advertise, song,Natural,Uncertain,Sound,,,2,0,93,MARANTZ PMD 661 MKII,Sennheiser ME 67,,Mono,,,,,,,Singing from thicket.    ML: 75 Hz AUHipass filter applied in soundBlade HD to both segments.    ,,,Aves,Passeriformes,Grallariidae,67610,,,,,,,,,,,,,,,
166080,Audio,Hylopezus berlepschi,Amazonian Antpitta,,,"Terrill, Ryan S",2011,6,21,734,Peru,Ucayali,,15.4 km SSE of Rio Cohengua, Puntijao,-10.41,-73.95,320,,song,Natural,Certain,,,,2,0,82,MARANTZ PMD 661,Sennheiser MKH 70,,Mono,,,,Rainforest,,,in disturbed floodplain forest,,,Aves,Passeriformes,Grallariidae,67630,,,,,,,,,,,,,,,
145103,Audio,Hylopezus macularius macularius,Spotted Antpitta (Spotted),Formicarius analis -- Black-faced Antthrush, Henicorhina leucosticta -- White-breasted Wood-Wren, Lipaugus vociferans -- Screaming Piha,,"Robbins, Mark B",2000,4,4,740,Guyana,,,N of Parabara savannah,2.2,-59.3666667,,Adult Male (1),advertise, song,Natural,Certain,Sight and Sound,,KU Birds 90849,2,0,107,SONY TC-D5 PRO II,Sennheiser ME 66,,Mono,,,,,,,Collected, KU # 90849,,,Aves,Passeriformes,Grallariidae,67560,,,,,,,,,,,,
144563,Audio,Hylopezus macularius macularius,Spotted Antpitta (Spotted),,,"Robbins, Mark B",1997,3,23,615,Guyana,,,"Iwokrama Reserve, ca. 72 river km SE Kurupukari, W bank Essequibo River",4.2833333,-58.5166667,100,Adult Male (1),advertise, song,Natural,Certain,Sight and Sound,,,2,0,96,SONY TC-D5 PRO II,Sennheiser ME 80,,Mono,,,,,,,,,,Aves,Passeriformes,Grallariidae,67560,,,,,,,,,,,,,,,
144562,Audio,Hylopezus macularius macularius,Spotted Antpitta (Spotted),Cebus apella -- brown capuchin, Patagioenas plumbea -- Plumbeous Pigeon, Lipaugus vociferans -- Screaming Piha, Myrmornis torquata -- Wing-banded Antbird,,"Robbins, Mark B",1997,3,23,600,Guyana,,,"Iwokrama Reserve, ca. 72 river km SE Kurupukari, W bank Essequibo River",4.2833333,-58.5166667,100,Adult Male (1),advertise, song,Natural,Certain,Sight and Sound,,,2,0,79,SONY TC-D5 PRO II,Sennheiser ME 80,,Mono,,,,,,,,,,Aves,Passeriformes,Grallariidae,67560,,,,,,,,,,,,
143867,Audio,Hylopezus nattereri,Speckle-breasted Antpitta,Callithrix jacchus -- white-tufted-ear marmoset, Procnias nudicollis -- Bare-throated Bellbird,,"Zyskowski, Krzysztof ",1998,11,29,909,Brazil,São Paulo,,"Serra da Bocaina, Vale do Rio Vermelho",-22.75,-44.75,1300,Unknown Age Unknown Sex (1),advertise, song,Natural,Certain,Sound,,,2,0,32,SONY TCM-5000EV,Sennheiser ME 66, Sennheiser ME 80,,Mono,,,,,,,This is the same recording as ML 143868. mf,,,Aves,Passeriformes,Grallariidae,67650,,,,,,,,,,,,,
143733,Audio,Hylopezus berlepschi,Amazonian Antpitta,Icteridae sp. -- blackbird sp.,,"Zyskowski, Krzysztof ",1997,10,26,700,Peru,Madre de Dios,,Manu Province. Amazonia Lodge.,-12.8666667,-71.3666667,500,Unknown Age Unknown Sex (1),advertise, song,Playback Self,Certain,Sight,,,2,0,91,SONY TCM-5000EV,Sennheiser ME 66, Sennheiser ME 80,,Mono,,,,,,,, Response to playback: Approach.,,Aves,Passeriformes,Grallariidae,67630,,,,,,,,,,,,,,
135117,Audio,Hylopezus berlepschi,Amazonian Antpitta,Myrmophylax atrothorax -- Black-throated Antbird, Akletos goeldii -- Goeldi's Antbird, Myrmoborus leucophrys -- White-browed Antbird, Percnostola lophotes -- White-lined Antbird, Psarocolius atrovirens -- Dusky-green Oropendola,,"O'Shea, Brian J",2001,9,20,0,Peru,Madre de Dios,,13.0 km NW of Atalaya on Rio Alto Madre de Dios,-12.78,-71.38,480,Adult Unknown Sex (1),advertise, song,Natural,Certain,Sound,,,2,0,166,SONY TC-D5 PRO II,Sennheiser ME 66,,Mono,,,,Rainforest, River,,Second-growth, Edge,,,,Aves,Passeriformes,Grallariidae,67630,,,,,,,,,
135083,Audio,Hylopezus berlepschi,Amazonian Antpitta,Psittacara leucophthalmus -- White-eyed Parakeet, Ramphocelus carbo -- Silver-beaked Tanager, Tersina viridis -- Swallow Tanager,,"O'Shea, Brian J",2001,9,15,0,Peru,Madre de Dios,,13.0 km NW of Atalaya on Rio Alto Madre de Dios,-12.78,-71.38,480,Unknown Age Unknown Sex (1),call, emit alarm,Natural,Certain,Sound,,,2,0,82,SONY TC-D5 PRO II,Sennheiser ME 66,,Mono,,,,Rainforest, River,,Second-growth, Edge,,,,Aves,Passeriformes,Grallariidae,67630,,,,,,,,,,,
134821,Audio,Hylopezus macularius macularius,Spotted Antpitta (Spotted),Crypturellus undulatus -- Undulated Tinamou, Dendrocolaptes certhia -- Amazonian Barred-Woodcreeper, Hylophilus thoracicus -- Lemon-chested Greenlet, Lophotriccus galeatus -- Helmeted Pygmy-Tyrant, Patagioenas subvinacea -- Ruddy Pigeon,,"O'Shea, Brian J",2001,2,10,0,Guyana,,,Courantyne River,,,,Adult Unknown Sex (1),advertise, song,Playback Self,Certain,Sound,,,2,0,328,SONY TC-D5 PRO II,Sennheiser ME 66,,Mono,,,,Rainforest,,,, Response to playback: Normal song.,,Aves,Passeriformes,Grallariidae,67560,,,,,,,,,,,
117947,Audio,Hylopezus macularius macularius,Spotted Antpitta (Spotted),Laniocera hypopyrra -- Cinereous Mourner, Lipaugus vociferans -- Screaming Piha, Myrmothera campanisona -- Thrush-like Antpitta, Turdus albicollis -- White-necked Thrush,,"Finch, Davis W",2001,4,27,1710,Guyana,Upper Takutu-Upper Essequibo,,Kassikaityu River,1.8165667,-58.8134333,150,Adult Male (1),song,Natural,Certain,Sight and Sound,,,2,0,44,SONY TC-D5 PRO II,,,Mono,,,,Forest, Deciduous Forest,,,,,,Aves,Passeriformes,Grallariidae,67560,,,,,,,,,,,,
109957,Audio,Hylopezus berlepschi,Amazonian Antpitta,Crypturellus strigulosus -- Brazilian Tinamou,,"Medler, Matthew D",2001,6,9,1701,Brazil,Mato Grosso,,Cristalino Ecological Institute,-9.597616,-55.931279,247,Unknown Age Unknown Sex (1),song,Natural,Certain,Sound,,,2,0,75,SONY PCM-M1,Sennheiser ME 64,Roché Parabola 60cm/14.5cm (23.6in/5.7in),Mono,,,,Rainforest,,,,,,Aves,Passeriformes,Grallariidae,67630,,,,,,,,,,,,,,,,
83790,Audio,Hylopezus dives,Thicket Antpitta,,,"Hilty, Steven L",1975,8,3,0,Colombia,Valle del Cauca,,"Lower Old Buenaventura Rd., Near Rio Saboletas",3.85,-76.9,100,,,,Not Provided,,,,2,0,100,,,,Mono,,,,,,," NOTES: LNS: high-pass filter at 220 Hz.   Background sounds:  Buff-throated Saltator, Ruddy Foliage Gl., Lemon-rumped Tanager, Great Antshrike, Rusty-margined Flycatcher. LNS:  Subject changed from Hylopezus fulviventris to H. dives to reflect current taxonomy. -Matt Medler, 10 March 2010.",,,Aves,Passeriformes,Grallariidae,67610,,,,,,,,,,,,,,,,
73054,Audio,Hylopezus macularius macularius,Spotted Antpitta (Spotted),Deroptyus accipitrinus -- Red-fan Parrot,,"Parker, III, Theodore A",1993,2,15,645,Guyana,Upper Takutu-Upper Essequibo,,Maipaima Camp,,,,,counter singing, song,,Certain,,,,2,0,371,NAGRA 4.2,Electro-Voice DL42,,Mono,,,,,,, NOTES: TAP- songs, RTP -> + countersinging, not previously recorded, Sound stimulation was (other): See notes. ,,Aves,Passeriformes,Grallariidae,67560,,,,,,,,,,,,,
63195,Audio,Hylopezus perspicillatus,Streak-chested Antpitta,,,"Robbins, Mark B",1990,7,17,645,Ecuador,Esmeraldas,,20.0 km NW of Alto Tambo,0.95,-78.55,325,Adult Male (1),advertise, song,Natural,Certain,Sound,,,2,0,126,SONY TCM-5000,Sennheiser ME 80,,Mono,,,,Rainforest, Evergreen Forest,,Second-growth, NOTES: (Locality: 20km NNW of Alto Tambo, Species Sound: frequent, Breeding Status: territorial, General Climate: wet, Cover Denstiy: thick),,,Aves,Passeriformes,Grallariidae,67510,,,,,,,,,,
56534,Audio,Hylopezus perspicillatus lizanoi,Streak-chested Antpitta (Pacific Slope),Poliocrania exsul -- Chestnut-backed Antbird,,"Macaulay, Linda R",1991,12,4,730,Costa Rica,Puntarenas,,15.0 km E of Jaco, the road in Carrara Biological Reserve,,,,Adult Unknown Sex (1),call,Natural,Certain,Sight and Sound,,,2,0,44,SONY TC-D5 PRO II,Sennheiser MKH 60,,Mono,,,,Forest, Deciduous Forest,,, NOTES: (Spec. Sound: Frequent.  Gen. Climate: Humid. Cov. Density: Med.) Gary Rosenberg, Response to playback: Approach.,,Aves,Passeriformes,Grallariidae,67540,,,,,,,,,,,,,,
54364,Audio,Hylopezus macularius macularius,Spotted Antpitta (Spotted),,,"Robbins, Mark B",2000,4,1,520,Guyana,,,N of Parabara savannah,2.2,-59.3666667,,Adult Male (1),advertise, counter singing, song,Natural,Certain,Sound,,,2,0,98,SONY TC-D5 PRO II,Sennheiser ME 66,,Mono,,,,,,,,,,Aves,Passeriformes,Grallariidae,67560,,,,,,,,,,,,,,
52216,Audio,Hylopezus whittakeri,Alta Floresta Antpitta,,,"Parker, III, Theodore A",1989,10,29,0,Brazil,Mato Grosso,,S of Rio Teles Pires,,,,,song,,Not Provided,,,,2,0,60,NAGRA 4.2,Electro-Voice DL42,,Mono,,,,,,,ML: Subject changed from Hylopezus macularius to H. whittakeri to reflect current taxonomy. -Jay McGowan 29Nov2014.,,,Aves,Passeriformes,Grallariidae,67590,,,,,,,,,,,,,,,,
44279,Audio,Hylopezus macularius macularius,Spotted Antpitta (Spotted),,,"MacDonald, J. Duncan ",1989,1,4,1600,Venezuela,,,73.0 km S of Eldorado,6.42,-61.47,,Adult Male (1),advertise, song,Playback Same Species,Not Provided,,,,2,0,149,SONY TCM-5000,Sennheiser ME 80,,Mono,,,,Rainforest, Evergreen Forest, Montane Grassland,,," NOTES: (Breeding Status: Territorial. Response to Playback: approach, normal song, also scared bird off. Sound Delivery Rate: Agitated. Env. Zone: Lowland. Gen. Climate: Wet. Cover Density: Medium. Copy Recorder: Nak CR7 - Studer.)", Response to playback: Approach. Response to playback: Normal song.,,Aves,Passeriformes,Grallariidae,67560,,,,,,,,,,,,,
43316,Audio,Hylopezus whittakeri,Alta Floresta Antpitta,,,"Schulenberg, Thomas S",1986,10,13,715,Brazil,Rondônia,,Cachoeira Nazaré, W bank Rio Jiparaná,-9.7333333,-61.8833333,100,Adult Unknown Sex (1),song,Natural,Certain,Sound,,,2,0,139,SONY TCM-5000,Sennheiser ME 80,,Mono,,,,Rainforest, Evergreen Forest,,, NOTES: (General Climate: humid, Cover Density: thick). ML: Subject changed from Hylopezus macularius to H. whittakeri by request of the recordist. -Jay McGowan 14Oct2014.,,,Aves,Passeriformes,Grallariidae,67590,,,,,,,,,,,,,
43311,Audio,Hylopezus whittakeri,Alta Floresta Antpitta,,,"Schulenberg, Thomas S",1986,10,13,600,Brazil,Rondônia,,Cachoeira Nazaré, W bank Rio Jiparaná,-9.7333333,-61.8833333,100,Adult Unknown Sex (1),song,Natural, Playback Self,Certain,Sound,,,2,0,221,SONY TCM-5000,Sennheiser ME 80,,Mono,,,,Rainforest, Evergreen Forest,,," NOTES: (How Identified: sight?, sound; Species Sound: isolated; General Climate: humid; Cover Density: thick). ML: Subject changed from Hylopezus macularius to H. whittakeri by request of the recordist. -Jay McGowan 14Oct2014.", Response to playback: Normal song.,,Aves,Passeriformes,Grallariidae,67590,,,,,,,,,,,,,
43308,Audio,Hylopezus whittakeri,Alta Floresta Antpitta,,,"Schulenberg, Thomas S",1986,10,13,530,Brazil,Rondônia,,Cachoeira Nazaré, W bank Rio Jiparaná,-9.7333333,-61.8833333,100,Adult Unknown Sex (1),song,Natural, Playback Self,Certain,Sight and Sound,,,2,0,601,SONY TCM-5000,Sennheiser ME 80,,Mono,,,,Rainforest, Evergreen Forest,,," NOTES: (Background Sounds: H. cachinnans distant, B. capensis song; Species Sound: isolated; General Climate: humid; Cover Density: thick).     ML: Subject changed from Hylopezus macularius to H. whittakeri by request of the recordist. -Jay McGowan 14Oct2014.", Response to playback: Normal song.,,Aves,Passeriformes,Grallariidae,67590,,,,,,,,,,,,,
39417,Audio,Hylopezus macularius macularius,Spotted Antpitta (Spotted),,,"Bierregaard, Richard O",1987,5,20,545,Brazil,Amazonas,,70.0 km N of Manaus,-2.4166667,-59.75,,Unknown Age Unknown Sex (1),advertise, song,Natural,Certain,Sound,,,2,0,263,NAGRA III-B,Dan Gibson unspecified model,Dan Gibson Parabola 45.7cm/11cm (18in/4.3in),Mono,,,,Rainforest, Evergreen Forest,,,NOTES: (Species Sound: frequent, Breeding Status: territorial, General Climate: wet, Cover Density: none) (1501 written in margin near Geographic information.  27Sep01 NES),,,Aves,Passeriformes,Grallariidae,67560,,,,,,,,,,,
39220,Audio,Hylopezus dives,Thicket Antpitta,,,"Parker, III, Theodore A",1983,3,29,0,Costa Rica,Heredia,,La Selva Biological Station,10.4288,-84.0128,,,song,,Certain,Sound,,,2,0,86,NAGRA IV-B,Sennheiser MKH 104,Roché Parabola 74cm/17.7cm (29.1in/7in),Mono,,,,,,,"LNS:  Subject changed from Hylopezus fulviventris to H. dives to reflect current taxonomy. -Matt Medler, 10 March 2010.",,,Aves,Passeriformes,Grallariidae,67610,,,,,,,,,,,,,,,,
39218,Audio,Hylopezus dives,Thicket Antpitta,Cantorchilus thoracicus -- Stripe-breasted Wren,,"Parker, III, Theodore A",1983,3,28,615,Costa Rica,Heredia,,La Selva Biological Station,10.4288,-84.0128,,,song,,Certain,Sound,,,2,0,213,NAGRA IV-B,Sennheiser MKH 104,Roché Parabola 74cm/17.7cm (29.1in/7in),Mono,,,,,,,"LNS:  Subject changed from Hylopezus fulviventris to H. dives to reflect current taxonomy. -Matt Medler, 10 March 2010.",,,Aves,Passeriformes,Grallariidae,67610,,,,,,,,,,,,,,,,
30302,Audio,Hylopezus fulviventris,White-lored Antpitta,Galbula tombacea -- White-chinned Jacamar, Myrmelastes hyperythrus -- Plumbeous Antbird, Thripophaga fusciceps -- Plain Softtail,,"van den Berg, Arnoud B",1981,2,20,900,Ecuador,Napo,,Limoncocha, Rio Napo, E of Coca,-0.3833333,-76.6333333,,Unknown Age Unknown Sex (1),song,,Not Provided,,,,2,0,35,SONY TC-150,,,Mono,,,,Rainforest, Evergreen Forest,,," NOTES: (General Climate: Wet;  Cover Den: Thick) Hylopezus betlepschi most probable of these three : Trogon?Geotrygon? *Identified by Ted Parker, Dec. 1983.   ",,,Aves,Passeriformes,Grallariidae,67620,,,,,,,,,,,
30263,Audio,Hylopezus perspicillatus,Streak-chested Antpitta,,,"Kibler, Lewis F",1983,7,19,1230,Panama,Panamá,,10.0 km NW of Gamboa, Pipeline Rd., Limbo Hunt Club, Canal Zone,9.0,-79.0,30,Adult Unknown Sex (1),call, song,Natural,Certain,Sight,,,2,0,288,SONY TCM-5000,Sennheiser ME 88,,Mono,,,,Rainforest, Evergreen Forest, Deciduous Forest,,Second-growth, NOTES: (General Climate:  Humid)  ,,,Aves,Passeriformes,Grallariidae,67510,,,,,,,,,,
29523,Audio,Hylopezus berlepschi,Amazonian Antpitta,,,"Parker, III, Theodore A",1982,8,14,1645,Peru,Madre de Dios,,Manu National Park, Cocha Cashu,-11885,-71409,380,Adult Unknown Sex (1),advertise, song,Natural,Uncertain,Sound,,,2,0,57,NAGRA IV-B,Electro-Voice DL42,,Mono,,,,Swamp,,, NOTES: (Breeding Status: Territorial. Gen. Climate: Humid. Cover Density: Thick.),,,Aves,Passeriformes,Grallariidae,67630,,,,,,,,,,,,,,
29375,Audio,Hylopezus berlepschi,Amazonian Antpitta,Saltator coerulescens -- Grayish Saltator,,"Parker, III, Theodore A",,,,0,Peru,Loreto,,Rio Napo, Isla Yagua,-3.0,-73.3333333,120,Adult Unknown Sex (1),advertise, song,Natural,Certain,Sound,,,2,0,47,,,,Mono,,,,Forest, Evergreen Forest, River,,Island, NOTES: (Gen. Climate: Humid. Cover Density: Thick.),,,Aves,Passeriformes,Grallariidae,67630,,,,,,,,,,,,
28458,Audio,Hylopezus perspicillatus,Streak-chested Antpitta,Poliocrania exsul -- Chestnut-backed Antbird, Pteroglossus torquatus -- Collared Aracari, Ramphastos sulfuratus -- Keel-billed Toucan, Thamnophilus punctatus -- Northern Slaty-Antshrike, Vireolanius pulchellus -- Green Shrike-Vireo,,"van den Berg, Arnoud B",1981,3,28,800,Panama,,,Canal Zone, Pipeline Rd., NW of Gamboa,,,,,advertise, song,Natural,Not Provided,Sight and Sound,,,2,0,434,SONY TC-150,,,Mono,,,,Rainforest, Evergreen Forest,,, NOTES: (Breeding Status: Territorial,  General Climate: Wet, Cover Den: Thick) Second bird sings in the b , Number of individuals=AM1-2UU1, ,,Aves,Passeriformes,Grallariidae,67510,,,,,
166324,Audio,Hylopezus berlepschi,Amazonian Antpitta,,,"Seeholzer, Glenn F",2011,7,16,933,Peru,Ucayali,,"Quebrada Shicotsa, 20.5 KM SW mouth of Rio Cohengua",-10.44,-74.1,350,Unknown Age Unknown Sex (1),call, song,Natural, Playback Self,Certain,Sound,,,1,0,78,MARANTZ PMD 661,Sennheiser MKH 60,,Mono,,,,Rainforest,,,,"first segment natural song, second segment response to playback",,Aves,Passeriformes,Grallariidae,67630,,,,,,,,,,,,,,
115081,Audio,Hylopezus whittakeri,Alta Floresta Antpitta,Campephilus rubricollis -- Red-necked Woodpecker, Patagioenas plumbea -- Plumbeous Pigeon, Cymbilaimus lineatus -- Fasciated Antshrike, Lipaugus vociferans -- Screaming Piha, Myrmotherula brachyura -- Pygmy Antwren, Ramphastos vitellinus -- Channel-billed Toucan, Thamnomanes caesius -- Cinereous Antshrike, Thamnophilus schistaceus -- Plain-winged Antshrike, Trogon sp. -- new world trogon sp.,,"Marantz, Curtis A",1999,9,17,608,Brazil,Pará,,"Floresta Nacional de Tapajos; Base de Sucupira, BR-163, Rodovia Santarem - Cuiaba, km. 117",-3.3558333,-54.9494444,,Adult Unknown Sex (1),advertise, dawn song, song,Natural,Certain,Sound,,,1,0,9233,NAGRA 4.2,Sennheiser MKH 20,Roché Parabola 74cm/17.7cm (29.1in/7in),Mono,,,,Rainforest, Evergreen Forest,,,"<p>NOTES: A distant bird that appeared to be singing along the small draw along entrance road about 500 m W of highway; unseen and presumably in dense growth 50 m or more away; partly cloudy, calm, 76&iexcl;.</p>  <p class=""p1"">ML: Subject changed from&nbsp;<span class=""s1"">Hylopezus macularius</span>&nbsp;to H.&nbsp;whittakeri&nbsp;to reflect current taxonomy. -Jay McGowan 29Nov2014.</p>",,,Aves,Passeriformes,Grallariidae,67590,,,,,
102371,Audio,Hylopezus nattereri,Speckle-breasted Antpitta,,,"Madroño, Alberto ",1997,4,6,718,Paraguay,,,Parque Nacional San Rafael,,,,,,,Not Provided,,,,1,0,68,,,,Mono,,,,,,,NOTES: LNS- Hylopezus is barely audible in the background of this recording.,,,Aves,Passeriformes,Grallariidae,67650,,,,,,,,,,,,,,,,
